ASN00002056 -15.7814 128.7100 DATX 1994 2015
ASN00002056 -15.7814 128.7100 DWPR 1984 2002
ASN00002056 -15.7814 128.7100 MDPR 1984 2015
ASN00002056 -15.7814 128.7100 MDTN 1994 2015
ASN00002056 -15.7814 128.7100 MDTX 1994 2015
ASN00002057 -17.4206 128.2992 PRCP 1990 1996
ASN00002057 -17.4206 128.2992 DAPR 1992 1996
ASN00002057 -17.4206 128.2992 DWPR 1992 1996
ASN00002057 -17.4206 128.2992 MDPR 1992 1996
ASN00002058 -18.3500 128.4833 PRCP 1935 1940
ASN00002059 -18.4333 127.7500 PRCP 1899 1900
ASN00002060 -16.0397 128.4150 PRCP 1969 2022
ASN00002060 -16.0397 128.4150 DAPR 1975 2017
ASN00002060 -16.0397 128.4150 DWPR 1975 2017
ASN00002060 -16.0397 128.4150 MDPR 1975 2017
ASN00002061 -19.2353 127.7692 PRCP 1963 2022
ASN00002061 -19.2353 127.7692 DAPR 2013 2020
ASN00002061 -19.2353 127.7692 DWPR 2013 2020
ASN00002061 -19.2353 127.7692 MDPR 2013 2020
ASN00002062 -18.4236 128.0314 PRCP 1975 2011
ASN00002062 -18.4236 128.0314 DAPR 1979 2007
ASN00002062 -18.4236 128.0314 DWPR 1979 2007
ASN00002062 -18.4236 128.0314 MDPR 1979 2007
ASN00002063 -19.8761 128.4581 PRCP 1976 1978
ASN00002063 -19.8761 128.4581 DAPR 1977 1977
ASN00002063 -19.8761 128.4581 DWPR 1977 1977
ASN00002063 -19.8761 128.4581 MDPR 1977 1977
ASN00002064 -16.6381 128.4517 TMAX 1994 2022
ASN00002064 -16.6381 128.4517 TMIN 1994 2022
ASN00002064 -16.6381 128.4517 PRCP 1985 2022
ASN00002064 -16.6381 128.4517 DAPR 1987 1989
ASN00002064 -16.6381 128.4517 DATX 2018 2018
ASN00002064 -16.6381 128.4517 DWPR 1987 1989
ASN00002064 -16.6381 128.4517 MDPR 1987 1989
ASN00002064 -16.6381 128.4517 MDTX 2018 2018
ASN00002065 -17.3936 126.2281 PRCP 1991 2003
ASN00002065 -17.3936 126.2281 DAPR 1995 2002
ASN00002065 -17.3936 126.2281 DWPR 1995 2002
ASN00002065 -17.3936 126.2281 MDPR 1995 2002
ASN00002066 -19.1764 127.6497 PRCP 1991 1993
ASN00002067 -15.9816 128.9991 PRCP 1993 2022
ASN00002067 -15.9816 128.9991 DAPR 1999 2021
ASN00002067 -15.9816 128.9991 DWPR 1999 2021
ASN00002067 -15.9816 128.9991 MDPR 1999 2021
ASN00002069 -16.4433 127.7836 PRCP 1993 2022
ASN00002069 -16.4433 127.7836 DAPR 2003 2022
ASN00002069 -16.4433 127.7836 DWPR 2003 2022
ASN00002069 -16.4433 127.7836 MDPR 2003 2022
ASN00002070 -16.8828 126.1267 PRCP 1994 1994
ASN00002071 -18.2303 127.6625 TMAX 1996 2001
ASN00002071 -18.2303 127.6625 TMIN 1996 2001
ASN00002071 -18.2303 127.6625 PRCP 1996 2000
ASN00002071 -18.2303 127.6625 DATN 1997 1999
ASN00002071 -18.2303 127.6625 DATX 1997 2000
ASN00002071 -18.2303 127.6625 MDTN 1997 1999
ASN00002071 -18.2303 127.6625 MDTX 1997 2000
ASN00002075 -19.0378 126.0931 PRCP 1995 2018
ASN00002075 -19.0378 126.0931 DAPR 1995 2007
ASN00002075 -19.0378 126.0931 DWPR 1995 2007
ASN00002075 -19.0378 126.0931 MDPR 1995 2007
ASN00003000 -16.9806 122.6667 PRCP 1902 2015
ASN00003000 -16.9806 122.6667 DAPR 1974 2015
ASN00003000 -16.9806 122.6667 DWPR 1974 2015
ASN00003000 -16.9806 122.6667 MDPR 1974 2015
ASN00003001 -17.2767 122.5711 PRCP 1969 2022
ASN00003001 -17.2767 122.5711 DAPR 1972 2022
ASN00003001 -17.2767 122.5711 DWPR 1972 2022
ASN00003001 -17.2767 122.5711 MDPR 1972 2022
ASN00003002 -17.9500 122.2500 TMAX 1897 1953
ASN00003002 -17.9500 122.2500 TMIN 1897 1953
ASN00003002 -17.9500 122.2500 PRCP 1889 1953
ASN00003002 -17.9500 122.2500 DATN 1897 1953
ASN00003002 -17.9500 122.2500 DATX 1942 1953
ASN00003002 -17.9500 122.2500 MDTN 1897 1953
ASN00003002 -17.9500 122.2500 MDTX 1942 1953
ASN00003003 -17.9475 122.2353 TMAX 1939 2022
ASN00003003 -17.9475 122.2353 TMIN 1939 2022
ASN00003003 -17.9475 122.2353 PRCP 1939 2022
ASN00003003 -17.9475 122.2353 DATN 2017 2017
ASN00003003 -17.9475 122.2353 DATX 2017 2017
ASN00003003 -17.9475 122.2353 MDTN 2017 2017
ASN00003003 -17.9475 122.2353 MDTX 2017 2017
ASN00003003 -17.9475 122.2353 TAVG 1939 2022
ASN00003004 -16.3961 122.9278 TMAX 1965 1985
ASN00003004 -16.3961 122.9278 TMIN 1965 1985
ASN00003004 -16.3961 122.9278 PRCP 1917 2018
ASN00003004 -16.3961 122.9278 DAPR 1972 2014
ASN00003004 -16.3961 122.9278 DWPR 1972 2014
ASN00003004 -16.3961 122.9278 MDPR 1972 2014
ASN00003005 -17.5731 125.0650 PRCP 1907 1996
ASN00003005 -17.5731 125.0650 DAPR 1976 1996
ASN00003005 -17.5731 125.0650 DWPR 1976 1976
ASN00003005 -17.5731 125.0650 MDPR 1976 1996
ASN00003006 -18.1919 125.5644 TMAX 1957 1987
ASN00003006 -18.1919 125.5644 TMIN 1957 1987
ASN00003006 -18.1919 125.5644 PRCP 1893 2000
ASN00003006 -18.1919 125.5644 DAPR 1951 1999
ASN00003006 -18.1919 125.5644 DWPR 1951 1999
ASN00003006 -18.1919 125.5644 MDPR 1951 1999
ASN00003007 -17.3044 123.6292 TMAX 1964 1997
ASN00003007 -17.3044 123.6292 TMIN 1964 1997
ASN00003007 -17.3044 123.6292 PRCP 1884 1997
ASN00003007 -17.3044 123.6292 DAPR 1993 1996
ASN00003007 -17.3044 123.6292 DATN 1994 1997
ASN00003007 -17.3044 123.6292 DATX 1994 1997
ASN00003007 -17.3044 123.6292 DWPR 1993 1996
ASN00003007 -17.3044 123.6292 MDPR 1993 1996
ASN00003007 -17.3044 123.6292 MDTN 1994 1997
ASN00003007 -17.3044 123.6292 MDTX 1994 1997
ASN00003008 -17.9281 124.8108 PRCP 1919 2020
ASN00003008 -17.9281 124.8108 DAPR 1966 2009
ASN00003008 -17.9281 124.8108 DWPR 1966 2009
ASN00003008 -17.9281 124.8108 MDPR 1966 2009
ASN00003009 -18.3550 125.3033 PRCP 1937 2022
ASN00003009 -18.3550 125.3033 DAPR 1976 2021
ASN00003009 -18.3550 125.3033 DWPR 1976 2021
ASN00003009 -18.3550 125.3033 MDPR 1976 2021
ASN00003010 -17.3897 124.3578 PRCP 1886 2020
ASN00003010 -17.3897 124.3578 DAPR 1965 2019
ASN00003010 -17.3897 124.3578 DWPR 1965 2019
ASN00003010 -17.3897 124.3578 MDPR 1965 2019
ASN00003011 -17.7535 125.3807 PRCP 1899 2012
ASN00003011 -17.7535 125.3807 DAPR 1974 2008
ASN00003011 -17.7535 125.3807 DWPR 1974 2008
ASN00003011 -17.7535 125.3807 MDPR 1974 2008
ASN00003012 -18.0483 124.1728 PRCP 1899 2000
ASN00003012 -18.0483 124.1728 DAPR 1995 1997
ASN00003012 -18.0483 124.1728 DWPR 1995 1997
ASN00003012 -18.0483 124.1728 MDPR 1995 1997
ASN00003013 -18.1450 124.0275 PRCP 1920 1980
ASN00003013 -18.1450 124.0275 DAPR 1972 1975
ASN00003013 -18.1450 124.0275 DWPR 1972 1975
