,index,year,filiere,banque,ecole,inscrits_nb,inscrits_filles,inscrits_cinq_demi,admissibles_nb,admissibles_filles,admissibles_cinq_demi,classes_nb,classes_filles,classes_cinq_demi,rg_dernier_appele,integres_nb,integres_filles,integres_cinq_demi,places,appeles,integres_rg_median,integres_rg_moyen
304,14776,2019,mp,BANQUE CENTRALE-SUPELEC,Concours ESTP MP,1001.0,28.4,23.2,801.0,29.7,20.8,498.0,34.3,17.7,,115.0,,,177.0,,,
305,14791,2019,mp,CONCOURS COMMUN MINES-PONTS,Concours CCMP MP,5692.0,23.3,20.4,1879.0,18.7,20.7,1810.0,19.0,20.6,,580.0,,,595.0,,,
306,14833,2019,mp,CONCOURS COMMUN INP,Concours CCINP MP,7433.0,26.8,19.6,4997.0,24.3,21.1,4210.0,24.8,21.5,,1131.0,,,1168.0,,,
307,14848,2019,mp,BANQUE EPREUVES CCINP,Concours ENSISA MP,1140.0,31.5,22.9,763.0,31.1,19.1,148.0,36.5,24.3,,26.0,,,15.0,,,
308,14853,2019,mp,CONCOURS COMMUN TPE,Concours TPE-Candidats français et de l'Union européenne-filièreMP,2503.0,29.6,22.7,1480.0,29.3,24.1,406.0,44.3,26.1,,46.0,,,48.0,,,
309,14868,2019,mp,Concours Mines-Télécom,Concours Mines-Télécom MP,5138.0,25.4,20.4,2869.0,24.4,21.3,2676.0,24.7,21.1,,467.0,,,455.0,,,
310,14876,2019,mp,Concours Mines-Télécom,Concours Mines-Télécom Spécifique MP,5138.0,25.4,20.4,3757.0,25.3,20.9,3193.0,25.7,21.1,,124.0,,,120.0,,,
311,14973,2019,mp,CONCOURS POLYTECH Inter-Filière,Concours POLYTECH MP-PC-PSI,2571.0,30.4,19.8,1715.0,30.0,15.7,1441.0,30.0,17.3,,280.0,,,703.0,,,
312,14981,2019,mp,Autres écoles E3A,Concours EIL Côte d'Opale Longuenesse-Calais MP,380.0,34.7,20.8,257.0,37.4,15.6,137.0,38.7,11.7,,13.0,,,30.0,,,
313,14985,2019,mp,Autres écoles E3A,Concours ENSAIT Roubaix MP,417.0,40.3,19.7,305.0,41.6,15.1,69.0,50.7,20.3,,13.0,,,11.0,,,
314,15001,2019,mp,Autres écoles E3A,Concours ESTACA MP,553.0,29.7,18.6,239.0,28.9,19.7,239.0,28.9,19.7,,16.0,,,14.0,,,
315,15019,2019,mp,FESIC,Concours concours ISEN Ouest MP,730.0,34.7,15.1,594.0,36.0,14.0,148.0,41.2,15.5,,2.0,,,25.0,,,
316,15023,2019,mp,FESIC,Concours concours ISEN Méditerrannée MP,730.0,34.7,15.1,594.0,36.0,14.0,146.0,41.8,15.1,,1.0,,,30.0,,,
317,15037,2019,mp,Groupe INSA,"Concours INSA Domaine Informatique, mathématique, modélisation MP",1219.0,26.7,19.4,536.0,25.7,20.0,489.0,24.9,19.8,,39.0,,,43.0,,,
318,15045,2019,mp,Groupe INSA,"Concours INSA Domaine Génie mécanique, génie industriel et mécatroniqueMP",1043.0,30.0,21.4,524.0,28.8,21.9,476.0,27.7,21.6,,28.0,,,27.0,,,
319,15050,2019,mp,Groupe INSA Inter-Filière,Concours INSA DomaineBiotechnologies-santé MP-PC-PSI-BCPST,3235.0,51.3,23.7,1203.0,53.2,26.4,1030.0,52.1,25.8,,11.0,,,24.0,,,
320,15058,2019,mp,Groupe INSA Inter-Filière,Concours INSA DomaineEnergétique – Génie Chimique – EnvironnementMP-PC-PSI,3346.0,39.1,20.8,1304.0,40.1,22.0,1198.0,40.2,21.6,,43.0,,,42.0,,,
321,15065,2019,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie électrique, électronique, automatiqueMP-PC-PSI-PT",3862.0,24.1,22.0,1705.0,24.6,23.2,1550.0,24.7,23.4,,29.0,,,33.0,,,
322,15072,2019,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie MP-PC",1836.0,38.0,22.9,752.0,40.8,23.5,685.0,40.7,22.9,,17.0,,,16.0,,,
323,15079,2019,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie PSI-PT",2106.0,26.8,20.2,951.0,25.0,25.0,883.0,25.5,25.7,,31.0,,,35.0,,,
324,15088,2019,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisationPC-PSI-PT",2446.0,22.2,23.9,770.0,23.1,26.4,699.0,23.9,27.6,,18.0,,,26.0,,,
325,15099,2019,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatroniquePSI-PT",2902.0,20.6,21.0,1404.0,20.8,24.4,1304.0,21.5,25.3,,115.0,,,140.0,,,
326,15105,2019,mp,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux MP-PC-PSI,3640.0,33.6,22.1,1591.0,36.6,22.8,1435.0,36.8,22.6,,30.0,,,55.0,,,
327,15111,2019,mp,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux TSI-PT,1359.0,13.2,22.7,435.0,11.7,28.7,406.0,12.3,29.6,,3.0,,,16.0,,,
328,15121,2019,mp,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur Généraliste,249.0,24.9,15.7,164.0,28.0,13.4,117.0,30.8,12.0,,16.0,,,92.0,,,
329,15138,2019,mp,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur en Informatique,60.0,15.0,8.3,40.0,15.0,12.5,19.0,15.8,21.1,,1.0,,,46.0,,,
330,15143,2019,mp,EPITA,Concours EPITA / IPSA / ESME MP,368.0,24.5,15.5,269.0,24.2,15.2,219.0,25.1,13.7,,55.0,,,58.0,,,
331,15153,2019,pt,CENTRALE-SUPELEC,Concours Centrale-Supélec PT,1444.0,13.1,18.3,461.0,9.3,13.2,458.0,9.2,13.3,,98.0,,,126.0,,,
332,15165,2019,pt,CONCOURS COMMUN MINES-PONTS,Concours commun Mines-Ponts PT,1179.0,13.2,16.8,200.0,7.5,18.5,200.0,7.5,18.5,,47.0,,,42.0,,,
333,15170,2019,pt,CONCOURS COMMUN ENSAM,Concours ARTS ET MÉTIERS ParisTech PT,2280.0,13.9,17.5,1283.0,12.0,22.1,1249.0,12.0,22.4,,565.0,,,583.0,,,
334,15180,2019,pt,Concours Mines-Télécom,Concours Mines-Télécom PT,1775.0,14.5,18.9,708.0,11.3,22.9,495.0,12.9,23.2,,77.0,,,75.0,,,
335,15187,2019,pt,Concours Mines-Télécom,Concours Mines-Télécom Spécifique PT,1775.0,14.5,18.9,1056.0,12.5,22.4,588.0,13.8,24.3,,29.0,,,28.0,,,
336,15219,2019,pt,CONCOURS COMMUN INP,Concours CCINP PT,2289.0,13.8,18.2,1445.0,11.9,22.6,1331.0,12.2,21.4,,173.0,,,185.0,,,
337,15271,2019,pt,CONCOURS POLYTECH,Concours POLYTECH PT,1914.0,15.2,19.2,1421.0,13.3,21.0,1246.0,13.7,22.2,,148.0,,,168.0,,,
338,15283,2019,pt,AUTRES ECOLES,Concours EIL Côte d'Opale Longuenesse-Calais PT,299.0,18.4,17.1,257.0,19.1,18.3,85.0,20.0,23.5,,5.0,,,30.0,,,
339,15287,2019,pt,AUTRES ECOLES,Concours ENSAIT Roubaix PT,405.0,24.7,19.0,226.0,20.8,27.4,53.0,17.0,37.7,,11.0,,,16.0,,,
340,15293,2019,pt,AUTRES ECOLES,Concours ENSISA PT,411.0,21.4,13.6,260.0,19.2,15.4,64.0,18.8,12.5,,19.0,,,25.0,,,
341,15298,2019,pt,AUTRES ECOLES,Concours EPF Sceaux-Troyes-Montpellier PT,426.0,22.1,14.8,361.0,23.0,15.2,243.0,22.2,15.2,,14.0,,,16.0,,,
342,15311,2019,pt,AUTRES ECOLES,Concours ESTACA PT,704.0,15.2,20.9,236.0,12.3,35.2,236.0,12.3,35.2,,7.0,,,18.0,,,
343,15319,2019,pt,AUTRES ECOLES,Concours ESTP PT,647.0,19.8,22.9,437.0,16.0,28.6,406.0,16.0,29.3,,72.0,,,49.0,,,
344,15336,2019,pt,FESIC,Concours concours ISEN Ouest PT,947.0,18.9,18.3,802.0,17.7,19.8,116.0,12.1,19.8,,1.0,,,15.0,,,
345,15340,2019,pt,FESIC,Concours concours ISEN Méditerrannée PT,947.0,18.9,18.3,802.0,17.7,19.8,121.0,13.2,19.8,,1.0,,,30.0,,,
346,15347,2019,pt,Groupe INSA Inter-Filière,Concours INSA DomaineBiotechnologies-santé MP-PC-PSI-BCPST,3235.0,51.3,23.7,1203.0,53.2,26.4,1030.0,52.1,25.8,,11.0,,,24.0,,,
347,15355,2019,pt,Groupe INSA Inter-Filière,Concours INSA DomaineEnergétique – Génie Chimique – EnvironnementMP-PC-PSI,3346.0,39.1,20.8,1304.0,40.1,22.0,1198.0,40.2,21.6,,43.0,,,42.0,,,
348,15362,2019,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie électrique, électronique, automatiqueMP-PC-PSI-PT",3862.0,24.1,22.0,1705.0,24.6,23.2,1550.0,24.7,23.4,,29.0,,,33.0,,,
349,15369,2019,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie MP-PC",1836.0,38.0,22.9,752.0,40.8,23.5,685.0,40.7,22.9,,17.0,,,16.0,,,
350,15376,2019,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie PSI-PT",2106.0,26.8,20.2,951.0,25.0,25.0,883.0,25.5,25.7,,31.0,,,35.0,,,
351,15385,2019,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisationPC-PSI-PT",2446.0,22.2,23.9,770.0,23.1,26.4,699.0,23.9,27.6,,18.0,,,26.0,,,
352,15396,2019,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatroniquePSI-PT",2902.0,20.6,21.0,1404.0,20.8,24.4,1304.0,21.5,25.3,,115.0,,,140.0,,,
353,15402,2019,pt,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux MP-PC-PSI,3640.0,33.6,22.1,1591.0,36.6,22.8,1435.0,36.8,22.6,,30.0,,,55.0,,,
354,15408,2019,pt,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux TSI-PT,1359.0,13.2,22.7,435.0,11.7,28.7,406.0,12.3,29.6,,3.0,,,16.0,,,
355,15418,2019,pt,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur Généraliste,249.0,24.9,15.7,164.0,28.0,13.4,117.0,30.8,12.0,,16.0,,,92.0,,,
356,15435,2019,pt,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur en Informatique,60.0,15.0,8.3,40.0,15.0,12.5,19.0,15.8,21.1,,1.0,,,46.0,,,
357,15440,2019,pt,EPITA,Concours EPITA / IPSA / ESME PT,188.0,19.1,17.0,136.0,18.4,19.1,101.0,19.8,12.9,,18.0,,,22.0,,,
358,15457,2019,tpc,CONCOURS COMMUN INP,Concours CCINP TPC,59.0,39.0,11.9,50.0,36.0,14.0,36.0,33.3,11.1,,26.0,,,40.0,,,
359,15462,2019,tsi,CONCOURS CENTRALE-SUPELEC,Concours CentraleSupélec TSI,517.0,9.3,23.0,101.0,10.9,27.7,95.0,9.5,28.4,,20.0,,,35.0,,,
360,15474,2019,tsi,CONCOURS CENTRALE-SUPELEC,Concours ARTS ET MÉTIERS ParisTech TSI,695.0,9.6,20.6,181.0,7.7,30.9,123.0,9.8,31.7,,42.0,,,50.0,,,
361,15480,2019,tsi,CONCOURS CENTRALE-SUPELEC,Concours ESTP TSI,286.0,8.4,22.7,209.0,9.1,23.4,121.0,12.4,25.6,,32.0,,,32.0,,,
362,15495,2019,tsi,CONCOURS COMMUN MINES-PONTS,Concours commun Mines-Ponts TSI,563.0,8.5,22.9,87.0,8.0,35.6,82.0,7.3,35.4,,13.0,,,19.0,,,
363,15523,2019,tsi,CONCOURS COMMUN INP,Concours CCINP TSI,1231.0,10.8,16.7,578.0,9.0,22.7,370.0,6.5,22.2,,95.0,,,95.0,,,
364,15528,2019,tsi,BANQUE EPREUVES CCINP,Concours EIL Côte d'Opale Longuenesse-Calais TSI,363.0,9.1,17.4,293.0,7.5,18.4,185.0,6.5,18.9,,26.0,,,30.0,,,
365,15534,2019,tsi,BANQUE EPREUVES CCINP,Concours ENSAIT Roubaix TSI,367.0,9.3,24.3,249.0,8.0,28.9,73.0,8.2,41.1,,5.0,,,7.0,,,
366,15539,2019,tsi,BANQUE EPREUVES CCINP,Concours ENSISA TSI,502.0,10.0,17.5,251.0,7.6,19.9,48.0,8.3,18.8,,8.0,,,15.0,,,
367,15542,2019,tsi,BANQUE EPREUVES CCINP,Concours TPE-Candidats français et de l'Union européenne-filièreTSI,428.0,7.7,23.8,157.0,5.7,31.8,80.0,3.8,31.2,,6.0,,,6.0,,,
368,15552,2019,tsi,BANQUE EPREUVES CCINP,Concours ISAT TSI,461.0,7.2,19.5,153.0,1.3,26.8,122.0,1.6,32.8,,11.0,,,11.0,,,
369,15570,2019,tsi,Concours Mines-Télécom,Concours Mines-Télécom TSI,670.0,7.5,23.4,236.0,4.2,28.0,205.0,3.9,29.3,,32.0,,,32.0,,,
370,15600,2019,tsi,Réseau Polytech,Concours Polytech TSI,1040.0,9.5,17.7,577.0,7.5,19.2,402.0,6.5,21.9,,71.0,,,69.0,,,
371,15606,2019,tsi,Groupe INSA,"Concours INSA Domaine Génie électrique, électronique, automatiqueTSI",379.0,5.8,24.0,186.0,4.8,28.5,150.0,4.7,27.3,,9.0,,,7.0,,,
372,15612,2019,tsi,Groupe INSA,"Concours INSA Domaine Informatique, mathématique, modélisation TSI",352.0,6.0,22.7,110.0,3.6,29.1,94.0,4.3,28.7,,15.0,,,13.0,,,
373,15619,2019,tsi,Groupe INSA,"Concours INSA Domaine Génie mécanique, génie industriel et mécatroniqueTSI",482.0,8.5,22.6,143.0,6.3,30.8,123.0,6.5,31.7,,7.0,,,8.0,,,
374,15624,2019,tsi,Groupe INSA Inter-Filière,Concours INSA DomaineBiotechnologies-santé MP-PC-PSI-BCPST,3235.0,51.3,23.7,1203.0,53.2,26.4,1030.0,52.1,25.8,,11.0,,,24.0,,,
375,15632,2019,tsi,Groupe INSA Inter-Filière,Concours INSA DomaineEnergétique – Génie Chimique – EnvironnementMP-PC-PSI,3346.0,39.1,20.8,1304.0,40.1,22.0,1198.0,40.2,21.6,,43.0,,,42.0,,,
376,15639,2019,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie électrique, électronique, automatiqueMP-PC-PSI-PT",3862.0,24.1,22.0,1705.0,24.6,23.2,1550.0,24.7,23.4,,29.0,,,33.0,,,
377,15646,2019,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie MP-PC",1836.0,38.0,22.9,752.0,40.8,23.5,685.0,40.7,22.9,,17.0,,,16.0,,,
378,15653,2019,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie PSI-PT",2106.0,26.8,20.2,951.0,25.0,25.0,883.0,25.5,25.7,,31.0,,,35.0,,,
379,15662,2019,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisationPC-PSI-PT",2446.0,22.2,23.9,770.0,23.1,26.4,699.0,23.9,27.6,,18.0,,,26.0,,,
380,15673,2019,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatroniquePSI-PT",2902.0,20.6,21.0,1404.0,20.8,24.4,1304.0,21.5,25.3,,115.0,,,140.0,,,
381,15679,2019,tsi,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux MP-PC-PSI,3640.0,33.6,22.1,1591.0,36.6,22.8,1435.0,36.8,22.6,,30.0,,,55.0,,,
382,15685,2019,tsi,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux TSI-PT,1359.0,13.2,22.7,435.0,11.7,28.7,406.0,12.3,29.6,,3.0,,,16.0,,,
383,15695,2019,tsi,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur Généraliste,249.0,24.9,15.7,164.0,28.0,13.4,117.0,30.8,12.0,,16.0,,,92.0,,,
384,15712,2019,tsi,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur en Informatique,60.0,15.0,8.3,40.0,15.0,12.5,19.0,15.8,21.1,,1.0,,,46.0,,,
385,15717,2019,tsi,EPITA,Concours EPITA / IPSA / ESME TSI,179.0,2.8,7.8,92.0,1.1,9.8,67.0,0.0,6.0,,19.0,,,11.0,,,
386,15730,2019,tb,Concours A TB BIO,Concours A TB BIO,145.0,55.9,19.3,100.0,52.0,26.0,88.0,46.6,25.0,,48.0,,,55.0,,,
387,15736,2019,tb,Concours A TB ENV,Concours TB ENV,69.0,60.9,26.1,37.0,54.1,32.4,27.0,48.1,33.3,,11.0,,,11.0,,,
388,15750,2019,tb,Concours POLYTECH A TB,Concours POLYTECH A TB,126.0,56.3,21.4,81.0,51.9,28.4,63.0,47.6,28.6,,16.0,,,19.0,,,
389,15756,2019,tb,Groupe INSA,Concours INSA DomaineBiotechnologies-santé TB,56.0,51.8,17.9,31.0,58.1,19.4,21.0,61.9,19.0,,2.0,,,5.0,,,
390,15778,2019,pc,BANQUE CENTRALE-SUPELEC,Concours Cycle International Centrale-Supelec PC,34.0,26.5,5.9,17.0,17.6,0.0,17.0,17.6,0.0,,13.0,,,16.0,,,
391,15782,2019,pc,BANQUE CENTRALE-SUPELEC,Concours ARTS ET MÉTIERS ParisTech PC,1734.0,31.0,26.8,188.0,24.5,39.9,56.0,30.4,41.1,,0.0,,,21.0,,,
392,15788,2019,pc,BANQUE CENTRALE-SUPELEC,Concours EPF Sceaux-Troyes-Montpellier PC,470.0,44.7,19.8,404.0,44.3,20.5,297.0,48.8,20.9,,29.0,,,20.0,,,
393,15795,2019,pc,BANQUE CENTRALE-SUPELEC,Concours ESTP PC,1172.0,34.0,23.0,876.0,35.2,22.5,643.0,35.6,20.7,,125.0,,,184.0,,,
394,15810,2019,pc,CONCOURS COMMUN MINES-PONTS,Concours CCMP PC,3637.0,33.2,22.2,1232.0,27.8,24.1,1206.0,27.9,24.5,,392.0,,,391.0,,,
395,15848,2019,pc,CCINP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Concours CCINP PC-Physique,4880.0,35.6,21.7,3743.0,35.8,23.7,3300.0,37.2,23.7,,648.0,,,598.0,,,
396,15864,2019,pc,CCINP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,Concours CCINP PC-Chimie,4658.0,37.1,21.7,3543.0,37.3,23.9,3086.0,38.6,23.4,,546.0,,,543.0,,,
397,15877,2019,pc,BANQUE EPREUVES CCINP,Concours ENSISA PC,751.0,45.3,18.5,640.0,46.4,19.2,93.0,47.3,17.2,,26.0,,,22.0,,,
398,15884,2019,pc,CONCOURS COMMUN TPE,Concours TPE-Candidats français et de l'Union européenne-filièrePC,2120.0,34.4,25.4,1251.0,34.4,28.0,407.0,42.5,30.7,,49.0,,,48.0,,,
399,15898,2019,pc,Concours Mines-Télécom,Concours Mines-Télécom PC,3620.0,34.3,23.6,1965.0,33.3,26.0,1859.0,33.3,26.1,,227.0,,,230.0,,,
400,15905,2019,pc,Concours Mines-Télécom,Concours Mines-Télécom Spécifique PC,3620.0,34.3,23.6,2587.0,34.8,24.9,2184.0,33.9,25.5,,60.0,,,42.0,,,
401,16002,2019,pc,CONCOURS POLYTECH Inter-Filière,Concours POLYTECH MP-PC-PSI,2089.0,41.9,19.8,1564.0,43.2,20.8,1399.0,44.8,21.4,,225.0,,,703.0,,,
402,16009,2019,pc,Autres écoles E3A,Concours EIL Côte d'Opale Longuenesse-Calais PC,175.0,48.0,14.3,125.0,48.8,17.6,59.0,44.1,20.3,,0.0,,,8.0,,,
403,16013,2019,pc,Autres écoles E3A,Concours ENSAIT Roubaix PC,516.0,52.7,16.1,433.0,53.3,16.2,131.0,62.6,16.8,,32.0,,,37.0,,,
404,16028,2019,pc,Autres écoles E3A,Concours ESTACA PC,573.0,33.3,20.1,111.0,30.6,29.7,111.0,30.6,29.7,,8.0,,,8.0,,,
405,16044,2019,pc,FESIC,Concours concours ISEN Ouest PC,753.0,45.9,17.1,612.0,46.7,18.6,86.0,44.2,19.8,,1.0,,,15.0,,,
406,16048,2019,pc,FESIC,Concours concours ISEN Méditerrannée PC,753.0,45.9,17.1,612.0,46.7,18.6,86.0,44.2,19.8,,1.0,,,40.0,,,
407,16056,2019,pc,Groupe INSA Inter-Filière,Concours INSA DomaineBiotechnologies-santé MP-PC-PSI-BCPST,3235.0,51.3,23.7,1203.0,53.2,26.4,1030.0,52.1,25.8,,11.0,,,24.0,,,
408,16064,2019,pc,Groupe INSA Inter-Filière,Concours INSA DomaineEnergétique – Génie Chimique – EnvironnementMP-PC-PSI,3346.0,39.1,20.8,1304.0,40.1,22.0,1198.0,40.2,21.6,,43.0,,,42.0,,,
409,16071,2019,pc,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie électrique, électronique, automatiqueMP-PC-PSI-PT",3862.0,24.1,22.0,1705.0,24.6,23.2,1550.0,24.7,23.4,,29.0,,,33.0,,,
410,16078,2019,pc,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographie MP-PC",1836.0,38.0,22.9,752.0,40.8,23.5,685.0,40.7,22.9,,17.0,,,16.0,,,
411,16085,2019,pc,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie civil, urbanisme, topographiePSI-PT",2106.0,26.8,20.2,951.0,25.0,25.0,883.0,25.5,25.7,,31.0,,,35.0,,,
412,16094,2019,pc,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisationPC-PSI-PT",2446.0,22.2,23.9,770.0,23.1,26.4,699.0,23.9,27.6,,18.0,,,26.0,,,
413,16105,2019,pc,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel etmécatroniquePSI-PT",2902.0,20.6,21.0,1404.0,20.8,24.4,1304.0,21.5,25.3,,115.0,,,140.0,,,
414,16111,2019,pc,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux MP-PC-PSI,3640.0,33.6,22.1,1591.0,36.6,22.8,1435.0,36.8,22.6,,30.0,,,55.0,,,
415,16117,2019,pc,Groupe INSA Inter-Filière,Concours INSA Domaine Génie physique et matériaux TSI-PT,1359.0,13.2,22.7,435.0,11.7,28.7,406.0,12.3,29.6,,3.0,,,16.0,,,
416,16127,2019,pc,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur Généraliste,249.0,24.9,15.7,164.0,28.0,13.4,117.0,30.8,12.0,,16.0,,,92.0,,,
417,16144,2019,pc,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur en Informatique,60.0,15.0,8.3,40.0,15.0,12.5,19.0,15.8,21.1,,1.0,,,46.0,,,
418,16149,2019,pc,EPITA,Concours EPITA / IPSA / ESME PC,241.0,34.9,13.3,145.0,29.7,13.8,115.0,30.4,13.0,,30.0,,,29.0,,,
419,19226,2017,bcpst,A BIO,Concours commun A BIO,3025.0,70.0,23.7,2285.0,68.9,28.1,2083.0,68.6,29.4,,961.0,,,960,,,
420,19232,2017,bcpst,A ENV,Concours commun A ENV,2045.0,73.0,27.9,897.0,72.2,39.0,581.0,71.8,42.9,,436.0,,,436,,,
421,19240,2017,bcpst,PC BIO,Concours commun A PC BIO,1206.0,67.3,29.7,700.0,65.0,37.6,600.0,64.8,36.3,,25.0,,,31,,,
422,19247,2017,bcpst,G2E,concours des écoles des Mines G2E-BCPST,1649.0,67.1,23.6,1145.0,67.2,29.9,430.0,67.9,36.3,,10.0,,,8,,,
423,19251,2017,bcpst,G2E,concours ENGEES G2E-BCPST,1649.0,67.1,23.6,1145.0,67.2,29.9,542.0,67.7,35.6,,28.0,,,29,,,
424,19256,2017,bcpst,G2E,concours ENSG Marne La vallée G2E-BCPST,1649.0,67.1,23.6,1145.0,67.2,29.9,566.0,67.5,35.9,,7.0,,,6,,,
425,19271,2017,bcpst,G2E,concours Polytech G2E-BCPST,1649.0,67.1,23.6,1145.0,67.2,29.9,581.0,67.1,35.3,,14.0,,,33,,,
426,19293,2017,bcpst,CONCOURS POLYTECH,Concours POLYTECH A BIO,1906.0,72.0,26.1,1333.0,71.1,27.3,1295.0,71.2,27.9,,89.0,,,135,,,
427,19302,2017,pt,CENTRALE-SUPELEC,Concours Centrale-Supélec,1502.0,12.6,19.0,437.0,12.6,11.2,433.0,12.7,11.1,,82.0,,,107,,,
428,19313,2017,pt,CONCOURS COMMUN MINES-PONTS,Concours Commun Mines-Ponts PT,1192.0,13.8,18.9,184.0,9.8,15.8,183.0,9.8,15.3,,29.0,,,31,,,
429,19317,2017,pt,CONCOURS COMMUN ENSAM,ARTS ET MÉTIERS,2372.0,12.3,19.6,1283.0,12.1,23.9,1184.0,12.3,23.3,,545.0,,,562,,,
430,19329,2017,pt,Concours Mines-Télécom,Concours Mines-Télécom,1856.0,13.5,20.4,710.0,12.7,21.7,482.0,15.1,21.8,,78.0,,,77,,,
431,19336,2017,pt,Concours Mines-Télécom,Concours Mines Télécom Spécifique PT,1856.0,13.5,20.4,1047.0,13.6,22.7,570.0,15.3,23.3,,26.0,,,30,,,
432,19368,2017,pt,CONCOURS COMMUNS POLYTECHNIQUES,Concours Commun Polytechnique PT,2358.0,12.8,19.8,1414.0,12.0,24.5,1313.0,12.2,23.3,,174.0,,,179,,,
433,19417,2017,pt,CONCOURS POLYTECH,Concours POLYTECH,1917.0,13.2,21.0,1399.0,12.2,22.8,1180.0,12.5,24.7,,130.0,,,178,,,
434,19426,2017,pt,AUTRES ECOLES,EIL Côte d'Opale Longuenesse-Calais,270.0,15.9,18.9,239.0,16.7,19.2,104.0,19.2,21.2,,17.0,,,30,,,
435,19430,2017,pt,AUTRES ECOLES,ENSAIT Roubaix,368.0,23.6,23.4,232.0,22.8,29.7,55.0,27.3,29.1,,15.0,,,18,,,
436,19436,2017,pt,AUTRES ECOLES,ENSISA Mulhouse,402.0,17.4,19.2,267.0,17.2,23.2,73.0,16.4,17.8,,20.0,,,25,,,
437,19441,2017,pt,AUTRES ECOLES,EPF Sceaux-Troyes-Montpellier,445.0,19.8,21.1,400.0,19.5,23.0,252.0,23.4,24.6,,17.0,,,17,,,
438,19456,2017,pt,AUTRES ECOLES,ESTACA Paris-Saclay/Laval,678.0,12.1,25.2,314.0,14.0,37.3,247.0,12.6,39.3,,21.0,,,16,,,
439,19463,2017,pt,AUTRES ECOLES,ESTP Paris,671.0,16.5,27.1,370.0,15.4,34.3,359.0,15.0,34.3,,47.0,,,34,,,
440,19469,2017,pt,AUTRES ECOLES,INSA Centre Val de Loire,504.0,17.5,22.6,315.0,15.2,24.8,91.0,16.5,7.7,,22.0,,,20,,,
441,19489,2017,pt,EPITA,EPITA / IPSA PT,113.0,12.4,19.5,75.0,10.7,18.7,52.0,9.6,21.2,,9.0,,,11,,,
442,19517,2017,pc,BANQUE CENTRALE-SUPELEC,Cycle International Centrale-Supelec,23.0,39.1,4.3,16.0,25.0,6.2,15.0,26.7,6.7,,6.0,,,17,,,
443,19528,2017,pc,CONCOURS COMMUN MINES-PONTS,Concours Commun Mines Ponts PC,3335.0,31.9,22.8,1134.0,29.3,25.8,1106.0,29.7,25.7,,256.0,,,251,,,
444,19569,2017,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Concours Commun Polytechnique PC-Physique,4847.0,34.7,21.8,3740.0,34.7,23.7,3250.0,36.3,24.2,,596.0,,,608,,,
445,19586,2017,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,Concours Commun Polytechnique PC-Chimie,4702.0,36.3,22.1,3692.0,36.2,24.0,3230.0,37.5,24.4,,554.0,,,611,,,
