,index,year,filiere,banque,ecole,inscrits_nb,inscrits_filles,inscrits_cinq_demi,admissibles_nb,admissibles_filles,admissibles_cinq_demi,classes_nb,classes_filles,classes_cinq_demi,rg_dernier_appele,integres_nb,integres_filles,integres_cinq_demi,places,appeles,integres_rg_median,integres_rg_moyen
601,22946,2021,psi,CONCOURS COMMUN MINES-PONTS,Concours CCMP PSI,3714.0,23.9,16.0,1233.0,20.7,13.9,1215.0,20.9,13.7,,450.0,,,447,,,
602,23014,2021,psi,CONCOURS COMMUN INP,Concours CCINP PSI,5329.0,26.3,16.0,3653.0,23.6,18.3,3161.0,23.7,18.3,,838.0,,,897,,,
603,23020,2021,psi,BANQUE EPREUVES CCINP  Inter-Filière,Concours ENSIL-ENSCI Inter Fil.,1080.0,31.6,16.1,801.0,30.2,16.2,801.0,30.2,16.2,,22.0,,,145,,,
604,23032,2021,psi,BANQUE EPREUVES CCINP,Concours ENSISA PSI,1273.0,31.2,17.0,912.0,29.8,17.7,146.0,36.3,17.8,,35.0,,,28,,,
605,23140,2021,psi,CONCOURS POLYTECH Inter-Filière,Concours POLYTECH MP-PC-PSI,3042.0,28.8,15.7,2224.0,28.2,18.2,1921.0,28.2,18.7,,194.0,,,788,,,
606,23144,2021,psi,Puissance Alpha,Concours ELISA AEROSPACE PSI,1248.0,30.2,15.8,514.0,27.2,21.6,187.0,33.7,21.4,,2.0,,,10,,,
607,23153,2021,psi,Puissance Alpha,Concours ISEN Méditerrannée PSI,1248.0,30.2,15.8,1071.0,29.8,17.2,96.0,35.4,9.4,,4.0,,,20,,,
608,23156,2021,psi,Puissance Alpha,Concours ISEN Ouest PSI,1248.0,30.2,15.8,1071.0,29.8,17.2,96.0,35.4,9.4,,1.0,,,15,,,
609,23162,2021,psi,Avenir Prépas,Concours ECE Paris-Lyon PSI,1653.0,28.4,16.6,1480.0,28.4,17.5,437.0,31.8,13.7,,78.0,,,46,,,
610,23172,2021,psi,Avenir Prépas,Concours ESTACA Paris-Saclay/Laval PSI,1653.0,28.4,16.6,791.0,25.8,21.9,542.0,24.7,23.8,,12.0,,,8,,,
611,23183,2021,psi,Autres écoles E3A,Concours EIL Côte d'Opale Longuenesse-Calais-Dunkerque PSI,549.0,34.2,17.7,468.0,34.8,18.4,262.0,38.5,18.7,,27.0,,,58,,,
612,23206,2021,psi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,26.0,,,40,,,
613,23214,2021,psi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,31.0,,,32,,,
614,23229,2021,psi,Groupe INSA Inter-Filière,Concours INSA DomaineEnergétique – Génie Chimique – Environnement MP-PC-PSI,4483.0,38.1,19.6,1607.0,38.3,22.0,1607.0,38.3,22.0,,8.0,,,8,,,
615,23234,2021,psi,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3414.0,25.7,19.1,1127.0,25.8,21.0,1127.0,25.8,21.0,,5.0,,,4,,,
616,23244,2021,psi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,24.0,,,44,,,
617,23257,2021,psi,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3414.0,25.7,19.1,1127.0,25.8,21.0,1127.0,25.8,21.0,,7.0,,,8,,,
618,23269,2021,psi,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur Généraliste,563.0,26.5,11.9,175.0,25.7,16.0,175.0,25.7,16.0,,21.0,,,127,,,
619,23286,2021,psi,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur en Informatique (interFilère),153.0,11.8,7.8,67.0,16.4,7.5,67.0,16.4,7.5,,6.0,,,114,,,
620,23295,2021,psi,EPITA,Concours EPITA / IPSA / ESME PSI,566.0,28.1,12.9,376.0,29.3,12.5,296.0,30.1,12.8,,74.0,,,54,,,
621,23310,2021,bcpst,A BIO,Concours A BIO,3055.0,70.7,20.7,2338.0,69.7,25.4,2185.0,69.7,26.2,,961.0,,,985,,,
622,23316,2021,bcpst,A ENV,Concours A ENV,2055.0,72.9,25.4,967.0,72.4,38.8,627.0,69.5,39.2,,461.0,,,461,,,
623,23325,2021,bcpst,PC BIO,Concours A PC BIO,1359.0,70.3,20.8,750.0,68.5,27.7,708.0,68.6,28.1,,40.0,,,33,,,
624,23334,2021,bcpst,G2E,Concours ENGEES G2E-BCPST,1657.0,70.8,18.2,1136.0,68.7,23.2,620.0,67.3,26.5,,32.0,,,31,,,
625,23339,2021,bcpst,G2E,Concours concours ENSG Marne La vallée G2E-BCPST,1657.0,70.8,18.2,1136.0,68.7,23.2,620.0,67.3,26.5,,4.0,,,10,,,
626,23349,2021,bcpst,G2E,Concours concours des écoles des Mines G2E-BCPST,1657.0,70.8,18.2,1136.0,68.7,23.2,620.0,67.3,26.5,,16.0,,,12,,,
627,23377,2021,bcpst,CONCOURS POLYTECH,Concours POLYTECH A BIO,1962.0,72.9,19.7,1441.0,72.0,23.2,1366.0,72.2,23.8,,132.0,,,139,,,
628,23393,2021,bcpst,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,26.0,,,40,,,
629,23401,2021,bcpst,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,31.0,,,32,,,
630,23416,2021,bcpst,Groupe INSA Inter-Filière,Concours INSA DomaineEnergétique – Génie Chimique – Environnement MP-PC-PSI,4483.0,38.1,19.6,1607.0,38.3,22.0,1607.0,38.3,22.0,,8.0,,,8,,,
631,23421,2021,bcpst,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3414.0,25.7,19.1,1127.0,25.8,21.0,1127.0,25.8,21.0,,5.0,,,4,,,
632,23431,2021,bcpst,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,24.0,,,44,,,
633,23444,2021,bcpst,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3414.0,25.7,19.1,1127.0,25.8,21.0,1127.0,25.8,21.0,,7.0,,,8,,,
634,23472,2021,mp,BANQUE CENTRALE-SUPELEC,Concours Cycle International Centrale-Supelec MP,672.0,31.7,10.4,238.0,21.8,8.4,217.0,23.0,8.3,,62.0,,,34,,,
635,23479,2021,mp,BANQUE CENTRALE-SUPELEC,Concours EPF Sceaux-Troyes-Montpellier MP,692.0,31.5,18.4,545.0,31.2,20.6,413.0,32.9,21.5,,16.0,,,15,,,
636,23486,2021,mp,BANQUE CENTRALE-SUPELEC,Concours ESTP MP,1135.0,29.1,21.1,948.0,29.3,21.4,581.0,32.2,20.1,,104.0,,,170,,,
637,23499,2021,mp,CONCOURS COMMUN MINES-PONTS,Concours CCMP MP,5865.0,22.8,19.4,1821.0,16.1,18.8,1743.0,16.4,18.7,,585.0,,,609,,,
638,23568,2021,mp,CONCOURS COMMUN INP,Concours CCINP MP,7853.0,26.8,18.6,5074.0,23.4,20.8,4321.0,23.3,21.5,,1136.0,,,1183,,,
639,23574,2021,mp,BANQUE EPREUVES CCINP  Inter-Filière,Concours ENSIL-ENSCI Inter Fil.,1001.0,34.2,17.9,705.0,30.2,18.7,705.0,30.2,18.7,,28.0,,,145,,,
640,23588,2021,mp,BANQUE EPREUVES CCINP,Concours ENSISA MP,1395.0,30.9,18.6,974.0,28.0,18.3,159.0,41.5,17.6,,25.0,,,15,,,
641,23696,2021,mp,CONCOURS POLYTECH Inter-Filière,Concours POLYTECH MP-PC-PSI,3874.0,29.4,18.8,2690.0,28.5,19.9,2259.0,28.0,20.6,,372.0,,,788,,,
642,23700,2021,mp,Puissance Alpha,Concours ELISA AEROSPACE MP,1225.0,29.0,16.4,620.0,27.3,20.5,229.0,30.6,27.1,,7.0,,,6,,,
643,23709,2021,mp,Puissance Alpha,Concours ISEN Méditerrannée MP,1225.0,29.0,16.4,1074.0,29.2,15.8,111.0,32.4,10.8,,1.0,,,15,,,
644,23712,2021,mp,Puissance Alpha,Concours ISEN Ouest MP,1225.0,29.0,16.4,1074.0,29.2,15.8,111.0,32.4,10.8,,5.0,,,24,,,
645,23718,2021,mp,Avenir Prépas,Concours ECE Paris-Lyon MP,1509.0,28.7,17.1,1347.0,29.1,17.2,420.0,32.9,14.8,,76.0,,,71,,,
646,23728,2021,mp,Avenir Prépas,Concours ESTACA Paris-Saclay/Laval MP,1509.0,28.7,17.1,734.0,28.3,22.2,587.0,28.3,23.3,,11.0,,,4,,,
647,23739,2021,mp,Autres écoles E3A,Concours EIL Côte d'Opale Longuenesse-Calais-Dunkerque MP,593.0,35.4,21.1,422.0,33.6,19.7,215.0,38.6,21.9,,21.0,,,41,,,
648,23755,2021,mp,Groupe INSA,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique MP",1623.0,28.4,20.9,948.0,29.3,21.8,948.0,29.3,21.8,,20.0,,,42,,,
649,23759,2021,mp,Groupe INSA,"Concours INSA Domaine Informatique, mathématique, modélisation MP",1935.0,27.7,21.4,980.0,28.2,23.1,980.0,28.2,23.1,,7.0,,,8,,,
650,23764,2021,mp,Groupe INSA,"Concours INSA Domaine Informatique, mathématique, modélisation MP",1935.0,27.7,21.4,980.0,28.2,23.1,980.0,28.2,23.1,,14.0,,,14,,,
651,23768,2021,mp,Groupe INSA,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique MP",1623.0,28.4,20.9,948.0,29.3,21.8,948.0,29.3,21.8,,3.0,,,10,,,
652,23771,2021,mp,Groupe INSA,"Concours INSA Domaine Informatique, mathématique, modélisation MP",1935.0,27.7,21.4,980.0,28.2,23.1,980.0,28.2,23.1,,5.0,,,6,,,
653,23787,2021,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,26.0,,,40,,,
654,23795,2021,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,31.0,,,32,,,
655,23810,2021,mp,Groupe INSA Inter-Filière,Concours INSA DomaineEnergétique – Génie Chimique – Environnement MP-PC-PSI,4483.0,38.1,19.6,1607.0,38.3,22.0,1607.0,38.3,22.0,,8.0,,,8,,,
656,23815,2021,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3414.0,25.7,19.1,1127.0,25.8,21.0,1127.0,25.8,21.0,,5.0,,,4,,,
657,23825,2021,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,24.0,,,44,,,
658,23838,2021,mp,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3414.0,25.7,19.1,1127.0,25.8,21.0,1127.0,25.8,21.0,,7.0,,,8,,,
659,23850,2021,mp,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur Généraliste,563.0,26.5,11.9,175.0,25.7,16.0,175.0,25.7,16.0,,21.0,,,127,,,
660,23867,2021,mp,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur en Informatique (interFilère),153.0,11.8,7.8,67.0,16.4,7.5,67.0,16.4,7.5,,6.0,,,114,,,
661,23876,2021,mp,EPITA,Concours EPITA / IPSA / ESME MP,629.0,24.3,12.1,442.0,23.8,10.9,364.0,23.4,11.0,,101.0,,,72,,,
662,23887,2021,tsi,CONCOURS CENTRALE-SUPELEC,Concours CentraleSupélec TSI,614.0,7.7,19.4,110.0,10.0,23.6,108.0,10.2,24.1,,21.0,,,21,,,
663,23897,2021,tsi,CONCOURS CENTRALE-SUPELEC,Concours ESTP TSI,411.0,7.3,16.3,317.0,7.3,18.0,167.0,10.8,16.2,,61.0,,,58,,,
664,23909,2021,tsi,CONCOURS COMMUN MINES-PONTS,Concours commun Mines-Ponts TSI,640.0,7.0,20.3,65.0,12.3,21.5,65.0,12.3,21.5,,15.0,,,20,,,
665,23950,2021,tsi,CONCOURS COMMUN INP,Concours CCINP TSI,1319.0,10.5,16.5,579.0,9.5,24.0,373.0,9.9,19.6,,83.0,,,95,,,
666,23956,2021,tsi,BANQUE EPREUVES CCINP,Concours EIL Côte d'Opale Longuenesse-Calais-Dunkerque TSI,503.0,10.9,15.1,364.0,10.7,16.2,254.0,7.9,18.9,,42.0,,,40,,,
667,23966,2021,tsi,BANQUE EPREUVES CCINP,Concours ENSISA TSI,614.0,7.5,16.8,272.0,5.5,23.2,52.0,5.8,13.5,,16.0,,,15,,,
668,23969,2021,tsi,BANQUE EPREUVES CCINP,Concours TPE-Candidats français et de l'Union européenne-filière TSI,480.0,6.5,16.2,160.0,7.5,28.8,100.0,9.0,28.0,,7.0,,,6,,,
669,23979,2021,tsi,BANQUE EPREUVES CCINP,Concours ISAT TSI,508.0,6.5,19.7,126.0,3.2,30.2,107.0,3.7,25.2,,9.0,,,10,,,
670,24013,2021,tsi,Réseau Polytech,Concours Polytech TSI,1154.0,9.2,17.1,625.0,7.8,19.7,433.0,8.3,21.0,,81.0,,,69,,,
671,24023,2021,tsi,Groupe INSA,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique TSI",586.0,6.5,19.8,263.0,6.8,26.2,263.0,6.8,26.2,,14.0,,,10,,,
672,24033,2021,tsi,Groupe INSA,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique TSI",586.0,6.5,19.8,263.0,6.8,26.2,263.0,6.8,26.2,,2.0,,,2,,,
673,24051,2021,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,26.0,,,40,,,
674,24059,2021,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,31.0,,,32,,,
675,24074,2021,tsi,Groupe INSA Inter-Filière,Concours INSA DomaineEnergétique – Génie Chimique – Environnement MP-PC-PSI,4483.0,38.1,19.6,1607.0,38.3,22.0,1607.0,38.3,22.0,,8.0,,,8,,,
676,24079,2021,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3414.0,25.7,19.1,1127.0,25.8,21.0,1127.0,25.8,21.0,,5.0,,,4,,,
677,24089,2021,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,24.0,,,44,,,
678,24102,2021,tsi,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3414.0,25.7,19.1,1127.0,25.8,21.0,1127.0,25.8,21.0,,7.0,,,8,,,
679,24114,2021,tsi,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur Généraliste,563.0,26.5,11.9,175.0,25.7,16.0,175.0,25.7,16.0,,21.0,,,127,,,
680,24131,2021,tsi,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur en Informatique (interFilère),153.0,11.8,7.8,67.0,16.4,7.5,67.0,16.4,7.5,,6.0,,,114,,,
681,24140,2021,tsi,EPITA,Concours EPITA / IPSA / ESME TSI,231.0,6.5,10.0,110.0,3.6,11.8,85.0,4.7,11.8,,24.0,,,18,,,
682,24153,2021,tb,Concours  A TB BIO,Concours A TB BIO,148.0,61.5,26.4,106.0,56.6,34.0,88.0,54.5,39.8,,52.0,,,58,,,
683,24159,2021,tb,Concours A TB ENV,Concours TB ENV,83.0,63.9,27.7,40.0,52.5,42.5,22.0,45.5,36.4,,12.0,,,11,,,
684,24172,2021,tb,Concours POLYTECH A TB,Concours POLYTECH A TB,127.0,60.6,24.4,83.0,53.0,36.1,66.0,56.1,42.4,,11.0,,,19,,,
685,24178,2021,tb,Groupe INSA,Concours INSA DomaineBiotechnologies-santé TB,69.0,55.1,29.0,33.0,45.5,36.4,33.0,45.5,36.4,,4.0,,,4,,,
686,24200,2021,pc,BANQUE CENTRALE-SUPELEC,Concours Cycle International Centrale-Supelec PC,33.0,63.6,3.0,11.0,54.5,0.0,11.0,54.5,0.0,,11.0,,,13.0,,,
687,24207,2021,pc,BANQUE CENTRALE-SUPELEC,Concours EPF Sceaux-Troyes-Montpellier PC,693.0,42.6,16.5,518.0,41.7,17.6,370.0,44.3,18.4,,13.0,,,17.0,,,
688,24214,2021,pc,BANQUE CENTRALE-SUPELEC,Concours ESTP PC,1151.0,35.2,19.3,975.0,35.0,18.6,687.0,37.4,18.2,,121.0,,,165.0,,,
689,24227,2021,pc,CONCOURS COMMUN MINES-PONTS,Concours CCMP PC,3494.0,34.4,18.0,1230.0,28.4,18.0,1216.0,28.5,17.7,,397.0,,,406.0,,,
690,24290,2021,pc,CCINP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Concours CCINP PC-Physique,4704.0,36.6,18.5,3785.0,36.4,19.9,3330.0,37.7,20.1,,605.0,,,616.0,,,
691,24307,2021,pc,CCINP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,Concours CCINP PC-Chimie,4467.0,38.7,18.3,3565.0,38.4,19.9,3099.0,39.7,19.9,,551.0,,,545.0,,,
692,24313,2021,pc,BANQUE EPREUVES CCINP  Inter-Filière,Concours ENSIL-ENSCI Inter Fil.,1064.0,44.5,17.2,855.0,44.0,18.4,855.0,44.0,18.4,,38.0,,,145.0,,,
693,24325,2021,pc,BANQUE EPREUVES CCINP,Concours ENSISA PC,911.0,43.2,16.9,819.0,44.0,17.2,105.0,47.6,26.7,,21.0,,,22.0,,,
694,24435,2021,pc,CONCOURS POLYTECH Inter-Filière,Concours POLYTECH MP-PC-PSI,2513.0,41.3,18.7,1871.0,42.8,21.6,1685.0,43.6,22.0,,201.0,,,788.0,,,
695,24439,2021,pc,Puissance Alpha,Concours ELISA AEROSPACE PC,947.0,39.8,15.8,447.0,41.8,21.0,101.0,38.6,33.7,,3.0,,,8.0,,,
696,24448,2021,pc,Puissance Alpha,Concours ISEN Méditerrannée PC,947.0,39.8,15.8,837.0,41.0,16.7,59.0,37.3,23.7,,2.0,,,13.0,,,
697,24451,2021,pc,Puissance Alpha,Concours ISEN Ouest PC,947.0,39.8,15.8,837.0,41.0,16.7,59.0,37.3,23.7,,3.0,,,8.0,,,
698,24456,2021,pc,Avenir Prépas,Concours ECE Paris-Lyon PC,1135.0,36.6,16.3,1019.0,37.3,16.8,264.0,37.5,12.5,,53.0,,,48.0,,,
699,24466,2021,pc,Avenir Prépas,Concours ESTACA Paris-Saclay/Laval PC,1135.0,36.6,16.3,455.0,37.8,23.5,323.0,34.7,26.9,,8.0,,,4.0,,,
700,24478,2021,pc,Autres écoles E3A,Concours EIL Côte d'Opale Longuenesse-Calais-Dunkerque PC,281.0,42.3,13.5,226.0,44.2,13.7,106.0,47.2,16.0,,3.0,,,18.0,,,
701,24501,2021,pc,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,26.0,,,40.0,,,
702,24509,2021,pc,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,31.0,,,32.0,,,
703,24524,2021,pc,Groupe INSA Inter-Filière,Concours INSA DomaineEnergétique – Génie Chimique – Environnement MP-PC-PSI,4483.0,38.1,19.6,1607.0,38.3,22.0,1607.0,38.3,22.0,,8.0,,,8.0,,,
704,24529,2021,pc,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3414.0,25.7,19.1,1127.0,25.8,21.0,1127.0,25.8,21.0,,5.0,,,4.0,,,
705,24539,2021,pc,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,24.0,,,44.0,,,
706,24552,2021,pc,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3414.0,25.7,19.1,1127.0,25.8,21.0,1127.0,25.8,21.0,,7.0,,,8.0,,,
707,24564,2021,pc,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur Généraliste,563.0,26.5,11.9,175.0,25.7,16.0,175.0,25.7,16.0,,21.0,,,127.0,,,
708,24581,2021,pc,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur en Informatique (interFilère),153.0,11.8,7.8,67.0,16.4,7.5,67.0,16.4,7.5,,6.0,,,114.0,,,
709,24590,2021,pc,EPITA,Concours EPITA / IPSA / ESME PC,424.0,33.0,12.7,249.0,32.9,13.7,199.0,31.7,14.6,,39.0,,,33.0,,,
710,24607,2021,tpc,CONCOURS COMMUN INP,Concours CCINP TPC,77.0,44.2,10.4,59.0,40.7,11.9,43.0,41.9,9.3,,30.0,,,42,,,
711,24617,2021,pt,CENTRALE-SUPELEC,Concours Centrale-Supélec PT,1453.0,14.3,14.7,534.0,10.3,12.9,528.0,10.2,13.1,,114.0,,,114,,,
712,24627,2021,pt,CONCOURS COMMUN MINES-PONTS,Concours commun Mines-Ponts PT,1268.0,14.1,14.6,254.0,8.3,6.3,253.0,8.3,6.3,,60.0,,,59,,,
713,24642,2021,pt,CONCOURS COMMUN ENSAM,Concours ARTS ET MÉTIERS ParisTech PT,2294.0,14.9,14.4,1280.0,13.0,16.9,1247.0,12.9,16.9,,565.0,,,570,,,
714,24677,2021,pt,CONCOURS COMMUN INP,Concours CCINP PT,2263.0,15.4,15.2,1528.0,14.2,17.5,1435.0,14.2,16.7,,250.0,,,247,,,
715,24731,2021,pt,CONCOURS POLYTECH,Concours POLYTECH PT,1975.0,15.8,15.7,1456.0,14.4,15.9,1301.0,15.0,16.1,,120.0,,,170,,,
716,24738,2021,pt,AUTRES ECOLES,Concours EIL Côte d'Opale Longuenesse-Calais-Dunkerque PT,323.0,21.4,18.6,271.0,22.1,18.5,81.0,25.9,22.2,,11.0,,,36,,,
717,24745,2021,pt,AUTRES ECOLES,Concours ENSISA PT,478.0,20.3,16.9,306.0,22.5,19.3,66.0,27.3,19.7,,14.0,,,25,,,
718,24756,2021,pt,AUTRES ECOLES,Concours ESTP PT,664.0,18.5,17.3,517.0,18.4,18.4,476.0,18.7,17.4,,76.0,,,87,,,
719,24766,2021,pt,Puissance Alpha,Concours ELISA AEROSPACE PT,774.0,18.1,14.2,187.0,17.6,18.2,44.0,20.5,29.5,,0.0,,,6,,,
720,24780,2021,pt,Avenir Prépas,Concours ECE PT,1076.0,17.8,15.1,986.0,18.1,15.1,281.0,19.9,10.0,,32.0,,,24,,,
721,24785,2021,pt,Avenir Prépas,Concours EPF Sceaux-Troyes-Montpellier PT,1076.0,17.8,15.1,956.0,17.5,15.5,475.0,20.4,16.8,,22.0,,,18,,,
722,24793,2021,pt,Avenir Prépas,Concours ESTACA PT,1076.0,17.8,15.1,537.0,16.9,18.2,279.0,16.5,19.4,,10.0,,,8,,,
723,24816,2021,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,26.0,,,40,,,
724,24824,2021,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,31.0,,,32,,,
725,24839,2021,pt,Groupe INSA Inter-Filière,Concours INSA DomaineEnergétique – Génie Chimique – Environnement MP-PC-PSI,4483.0,38.1,19.6,1607.0,38.3,22.0,1607.0,38.3,22.0,,8.0,,,8,,,
726,24844,2021,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3414.0,25.7,19.1,1127.0,25.8,21.0,1127.0,25.8,21.0,,5.0,,,4,,,
727,24854,2021,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT",3426.0,22.7,16.5,2012.0,23.6,19.4,2012.0,23.6,19.4,,24.0,,,44,,,
728,24867,2021,pt,Groupe INSA Inter-Filière,"Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT",3414.0,25.7,19.1,1127.0,25.8,21.0,1127.0,25.8,21.0,,7.0,,,8,,,
729,24879,2021,pt,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur Généraliste,563.0,26.5,11.9,175.0,25.7,16.0,175.0,25.7,16.0,,21.0,,,127,,,
730,24896,2021,pt,CESI,Concours CESI Ecole d'Ingénieurs-Ingénieur en Informatique (interFilère),153.0,11.8,7.8,67.0,16.4,7.5,67.0,16.4,7.5,,6.0,,,114,,,
731,24905,2021,pt,EPITA,Concours EPITA / IPSA / ESME PT,261.0,17.6,12.6,176.0,15.3,13.1,139.0,12.2,11.5,,37.0,,,42,,,
