Modele,Marque,Energie,Consommation,Rejets CO2,Rejets CO2 Classe
C 200 d,MERCEDES,GO,5.199999999999999,136.5,C
C 220 d,MERCEDES,GH,5.3,138.5,C
MINI Cooper D Clubman (F54),MINI,GO,5.4,140.5,D
MINI One D Countryman (F60),MINI,GO,5.25,136.5,C
MICRA IG-T (100ch) XTRONIC Stop&Start EURO 6D-TEMP,NISSAN,ES,6.35,142.5,D
MICRA IG-T (92ch) XTRONIC Stop&Start EURO 6d Full,NISSAN,ES,6.25,141.0,D
MICRA IG-T (92ch) XTRONIC Stop&Start VISIA PACK EURO 6d Full,NISSAN,ES,6.25,141.0,D
MICRA IG-T (92ch) XTRONIC Stop&Start ACENTA/TEKNA/BUSINESS EURO 6d Full,NISSAN,ES,6.25,141.0,D
IBIZA 1.0 Eco TSI (110ch) BVM6,SEAT,ES,6.0,136.5,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Active Classe A sans eis famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Active clA Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Active Classe A avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Active Classe B sans eis famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Active clB Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Active Classe B avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Active Classe C sans eis famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Active clC Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Active Classe C avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Ambition Classe A sans eis famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Ambition clA Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Ambition Classe A avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Ambition Classe B sans eis famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Ambition clB Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Ambition Classe B avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Ambition Classe C sans eis famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Ambition clC Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Ambition Classe C avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Style Classe A sans éco-innovations famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Style clA avec Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Style Classe A avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Style Classe B sans éco-innovations famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Style clB avec Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Style Classe B avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Style Classe C sans éco-innovations famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Style clC avec Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Style Classe C avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Scout Classe A sans éco-innovations famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Scout clA avec Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Scout Classe A avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Scout Classe B sans éco-innovations famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Scout clB avec Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Scout Classe B avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Scout Classe C sans éco-innovations famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Scout clC avec Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 15'' Normal. Scout Classe C avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq Sportline 1.5 TSI (150ch) BVM6 4x2. classe A,SKODA,ES,6.050000000000001,137.0,C
Karoq Sportline 1.5 TSI (150ch) BVM6 4x2. classe B,SKODA,ES,6.050000000000001,137.0,C
Karoq Sportline 1.5 TSI (150ch) BVM6 4x2. classe C,SKODA,ES,6.050000000000001,137.0,C
Karoq Active 1.5 TSI (150ch) BVM6 4x2. classe A,SKODA,ES,6.050000000000001,137.0,C
Karoq Active 1.5 TSI (150ch) BVM6 4x2. classe B,SKODA,ES,6.050000000000001,137.0,C
Karoq Active 1.5 TSI (150ch) BVM6 4x2. classe C,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Active Classe A sans eis famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Active clA Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Active Classe A avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Active Classe B sans eis famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Active clB Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Active Classe B avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Active Classe C sans eis famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Active clC Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Active Classe C avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Ambition Classe A sans eis famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Ambition clA Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Ambition Classe A avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Ambition Classe B sans eis famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Ambition clB Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Ambition Classe B avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Ambition Classe C sans eis famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Ambition clC Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Ambition Classe C avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Style Classe A sans éco-innovations famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Style clA avec Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Style Classe A avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Style Classe B sans éco-innovations famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Style clB avec Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Style Classe B avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Style Classe C sans éco-innovations famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Style clC avec Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Style Classe C avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Scout Classe A sans éco-innovations famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Scout clA avec Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Scout Classe A avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Scout Classe B sans éco-innovations famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Scout clB avec Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Scout Classe B avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Scout Classe C sans éco-innovations famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Scout clC avec Full LED et alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
Karoq 1.5 TSI (150ch) 4*2 BVM6 norme AP freins 16'' Normal. Scout Classe C avec alt 140A famA,SKODA,ES,6.050000000000001,137.0,C
MINI Cooper D Countryman (F60),MINI,GO,5.3,138.0,C
Kodiaq Laurin&Klement 2.0 TDI (150ch) DSG7 4x2. 5PL. classe B,SKODA,GO,5.3,138.0,C
Kodiaq Laurin&Klement 2.0 TDI (150ch) DSG7 4x2. 7PL. classe B,SKODA,GO,5.3,138.0,C
Kodiaq Active 2.0 TDI (150ch) DSG7 4x2. 5PL. classe A,SKODA,GO,5.3,138.0,C
Kodiaq Active 2.0 TDI (150ch) DSG7 4x2. 5PL. classe B,SKODA,GO,5.3,138.0,C
Kodiaq Active 2.0 TDI (150ch) DSG7 4x2. 5PL. classe C,SKODA,GO,5.3,138.0,C
Kodiaq Ambition 2.0 TDI (150ch) DSG7 4x2. 5PL. classe A,SKODA,GO,5.3,138.0,C
Kodiaq Ambition 2.0 TDI (150ch) DSG7 4x2. 5PL. classe B,SKODA,GO,5.3,138.0,C
Kodiaq Ambition 2.0 TDI (150ch) DSG7 4x2. 5PL. classe C,SKODA,GO,5.3,138.0,C
Kodiaq Style 2.0 TDI (150ch) DSG7 4x2. 5PL. classe A,SKODA,GO,5.3,138.0,C
Kodiaq Style 2.0 TDI (150ch) DSG7 4x2. 5PL. classe B,SKODA,GO,5.3,138.0,C
Kodiaq Style 2.0 TDI (150ch) DSG7 4x2. 5PL. classe C,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal classe A sans éco-innovation famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal clA alt 140A (uniqt boite auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 5PL Normal clA Full LED et alt 140A (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal clA Full LED (uniqt boite auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal classe B sans éco-innovation famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal clB alt 140A (uniqt boite auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 5PL Normal clB Full LED et alt 140A (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal clB Full LED (uniqt boite auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal classe C sans éco-innovation famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal clC alt 140A (uniqt boite auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 5PL Normal clC Full LED et alt 140A (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal clC Full LED (uniqt boite auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Pack Sport / L&K classe A sans ei famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 5PL Pack Sport/L&K clA alt 140A (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 5PL Pack Sport/L&K clA Full LED alt 140A (u b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 5PL Pack Sport/L&K clA Full LED (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Pack Sport / L&K classe B sans ei famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 5PL Pack Sport/L&K clB alt 140A (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 5PL Pack Sport/L&K clB Full LED alt 140A (u b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 5PL Pack Sport/L&K clB Full LED (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Pack Sport / L&K classe C sans ei famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 5PL Pack Sport/L&K clC alt 140A (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 5PL Pack Sport/L&K clC Full LED alt 140A (u b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 5PL Pack Sport/L&K clC Full LED (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq Active 2.0 TDI (150ch) DSG7 4x2. 7PL. classe A,SKODA,GO,5.3,138.0,C
Kodiaq Active 2.0 TDI (150ch) DSG7 4x2. 7PL. classe B,SKODA,GO,5.3,138.0,C
Kodiaq Active 2.0 TDI (150ch) DSG7 4x2. 7PL. classe C,SKODA,GO,5.3,138.0,C
Kodiaq Ambition 2.0 TDI (150ch) DSG7 4x2. 7PL. classe A,SKODA,GO,5.3,138.0,C
Kodiaq Ambition 2.0 TDI (150ch) DSG7 4x2. 7PL. classe B,SKODA,GO,5.3,138.0,C
Kodiaq Ambition 2.0 TDI (150ch) DSG7 4x2. 7PL. classe C,SKODA,GO,5.3,138.0,C
Kodiaq Style 2.0 TDI (150ch) DSG7 4x2. 7PL. classe A,SKODA,GO,5.3,138.0,C
Kodiaq Style 2.0 TDI (150ch) DSG7 4x2. 7PL. classe B,SKODA,GO,5.3,138.0,C
Kodiaq Style 2.0 TDI (150ch) DSG7 4x2. 7PL. classe C,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal classe A sans éco-innovation famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal clA alt 140A (uniqt boite auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 7PL Normal clA Full LED et alt 140A (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal clA Full LED (uniqt boite auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal classe B sans éco-innovation famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal clB alt 140A (uniqt boite auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 7PL Normal clB Full LED et alt 140A (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal clB Full LED (uniqt boite auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal classe C sans éco-innovation famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal clC alt 140A (uniqt boite auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 7PL Normal clC Full LED et alt 140A (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal clC Full LED (uniqt boite auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Pack Sport / L&K classe A sans ei famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 7PL Pack Sport/L&K clA alt 140A (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 7PL Pack Sport/L&K clA Full LED alt 140A (u b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 7PL Pack Sport/L&K clA Full LED (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Pack Sport / L&K classe B sans ei famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 7PL Pack Sport/L&K clB alt 140A (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 7PL Pack Sport/L&K clB Full LED alt 140A (u b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 7PL Pack Sport/L&K clB Full LED (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Pack Sport / L&K classe C sans ei famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 7PL Pack Sport/L&K clC alt 140A (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 7PL Pack Sport/L&K clC Full LED alt 140A (u b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 7PL Pack Sport/L&K clC Full LED (uniqt b auto) famA,SKODA,GO,5.3,138.0,C
Kodiaq Sportline 2.0 TDI (150ch) DSG7 4x2. 5PL. classe B,SKODA,GO,5.3,138.0,C
Kodiaq Sportline 2.0 TDI (150ch) DSG7 4x2. 7PL. classe B,SKODA,GO,5.3,138.0,C
TARRACO 2.0 TDI (150ch) DSG7 5PL,SEAT,GO,5.3,139.5,C
TARRACO 2.0 TDI (150ch) DSG7 7PL,SEAT,GO,5.3,139.5,C
216d Gran Tourer,BMW,GO,5.199999999999999,136.0,C
X1 sDrive18d,BMW,GO,5.25,137.0,C
X1 sDrive18d,BMW,GO,5.25,137.0,C
X2 sDrive18d,BMW,GO,5.25,137.0,C
X2 sDrive18d,BMW,GO,5.25,137.0,C
Nouvelle 308 1.2 PureTech (130ch) S&S BVM6,PEUGEOT,ES,5.95,134.5,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Active Classe A sans éco-innovation famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Active clA Full LED et alt 140A famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Active Classe A avec alt 140A famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Active Classe A avec Full LED Famille B,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Active Classe B sans éco-innovation famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Active clB Full LED et alt 140A famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Active Classe B avec alt 140A famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Active Classe B avec Full LED Famille B,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Active Classe C sans éco-innovation famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Active clC Full LED et alt 140A famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Active Classe C avec alt 140A famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Active Classe C avec Full LED Famille B,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Ambition Classe A sans ei famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Ambition clA Full LED et alt 140A famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Ambition Classe A avec alt 140A famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Ambition Classe A avec Full LED famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Ambition Classe B sans ei famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Ambition clB Full LED et alt 140A famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Ambition Classe B avec alt 140A famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Ambition Classe B avec Full LED famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Ambition Classe C sans ei famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Ambition clC Full LED et alt 140A famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Ambition Classe C avec alt 140A famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Ambition Classe C avec Full LED famB,SKODA,GO,5.25,138.0,C
Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Normal. Style Classe A sans éco-innovation famB,SKODA,GO,5.25,138.0,C
